Order_ID,Order_Date,Region,Category,Product,Quantity,Unit_Price,Unit_Cost,Customer_Segment
ORD00319,2026-01-28,East,Home & Kitchen,Electric Kettle,5,55.05,28.95,Consumer
ORD00320,2026-05-17,South,Furniture,Standing Desk,4,407.11,270.94,Consumer
ORD00321,2025-05-20,North,Electronics,USB-C Hub,5,38.8,19.27,Consumer
ORD00322,2026-03-31,East,Home & Kitchen,Water Bottle,1,23.74,7.83,Consumer
ORD00323,2025-08-19,East,Electronics,24-inch Monitor,4,216.96,152.31,Consumer
ORD00324,2025-04-27,South,Home & Kitchen,Coffee Maker,3,97.7,58.71,Consumer
ORD00325,2026-03-12,North,Home & Kitchen,Electric Kettle,4,50.94,30.24,Small Business
ORD00326,2025-12-23,Central,Home & Kitchen,Storage Set,1,35.86,14.71,Consumer
ORD00327,2025-12-26,Central,Accessories,Backpack,8,59.68,30.01,Corporate
ORD00328,2025-12-26,East,Furniture,Office Chair,4,169.23,116.65,Corporate
ORD00329,2025-05-19,Central,Office Supplies,Notebook Set,2,17.9,6.38,Corporate
ORD00330,2025-09-13,North,Furniture,Standing Desk,2,418.19,264.67,Consumer
ORD00331,2025-10-03,West,Home & Kitchen,Electric Kettle,1,54.43,29.8,Consumer
ORD00332,2026-06-12,West,Electronics,USB-C Hub,7,38.42,19.26,Corporate
ORD00333,2025-04-06,West,Accessories,Laptop Stand,3,53.41,23.18,Consumer
ORD00334,2026-03-16,West,Home & Kitchen,Electric Kettle,3,56.45,27.83,Consumer
ORD00335,2026-05-12,West,Accessories,Laptop Stand,1,45.53,22.69,Small Business
ORD00336,2025-05-08,Central,Home & Kitchen,Coffee Maker,4,87.41,60.17,Consumer
ORD00337,2025-11-06,North,Furniture,Standing Desk,5,332.49,254.2,Small Business
ORD00338,2026-02-10,West,Furniture,Office Chair,5,186.08,107.73,Corporate
ORD00339,2025-08-07,East,Electronics,Wireless Mouse,2,25.6,12.09,Consumer
ORD00340,2025-05-04,Central,Electronics,24-inch Monitor,2,213.26,142.07,Consumer
ORD00341,2025-04-16,South,Electronics,Wireless Mouse,3,24.91,12.67,Small Business
ORD00342,2025-03-12,East,Furniture,Standing Desk,2,393.13,266.2,Consumer
ORD00343,2026-03-30,Central,Furniture,Desk Lamp,1,45.5,22.22,Consumer
ORD00344,2026-03-16,South,Home & Kitchen,Storage Set,3,35.66,14.73,Consumer
ORD00345,2025-10-19,West,Accessories,Backpack,12,74.47,30.28,Corporate
ORD00346,2025-07-13,West,Accessories,Backpack,1,73.22,32.65,Consumer
ORD00347,2026-01-31,North,Furniture,Desk Lamp,5,44.84,24.51,Consumer
ORD00348,2025-11-21,North,Electronics,24-inch Monitor,7,203.6,150.62,Small Business
ORD00349,2025-03-11,North,Electronics,Wireless Mouse,1,27.74,12.02,Consumer
ORD00350,2026-03-10,West,Office Supplies,Pen Pack,5,9.25,2.91,Consumer
ORD00351,2025-03-22,East,Electronics,24-inch Monitor,2,215.73,145.12,Consumer
ORD00352,2026-03-24,West,Electronics,24-inch Monitor,1,203.47,155.18,Small Business
ORD00353,2025-02-26,South,Electronics,USB-C Hub,4,35.87,19.8,Corporate
ORD00354,2026-05-24,Central,Electronics,Mechanical Keyboard,3,81.04,46.39,Consumer
ORD00355,2025-01-31,South,Office Supplies,Notebook Set,5,14.92,6.26,Consumer
ORD00356,2025-03-20,East,Accessories,Backpack,1,69.35,31.73,Consumer
ORD00357,2025-09-19,West,Office Supplies,Printer Paper,2,10.62,4.06,Small Business
ORD00358,2025-09-08,North,Electronics,Wireless Mouse,2,23.89,12.9,Consumer
ORD00359,2026-03-06,South,Electronics,Webcam,3,70.15,37.44,Consumer
ORD00360,2026-05-30,West,Office Supplies,Notebook Set,2,17.29,6.47,Consumer
ORD00361,2026-04-22,Central,Home & Kitchen,Coffee Maker,6,93.62,57.23,Corporate
ORD00362,2025-07-25,South,Electronics,24-inch Monitor,11,203.39,144.69,Corporate
ORD00363,2025-09-09,North,Home & Kitchen,Electric Kettle,1,50.26,27.86,Small Business
ORD00364,2025-01-02,West,Electronics,24-inch Monitor,3,197.57,147.74,Consumer
ORD00365,2026-05-19,Central,Furniture,Desk Lamp,3,50.99,22.13,Small Business
ORD00366,2026-01-17,East,Furniture,Desk Lamp,11,45.08,22.25,Corporate
ORD00367,2025-03-05,,Home & Kitchen,Coffee Maker,4,92.94,59.39,Small Business
ORD00368,2025-11-22,East,Home & Kitchen,Storage Set,2,29.34,15.75,Consumer
ORD00369,2026-04-06,East,Electronics,Mechanical Keyboard,5,84.29,50.41,Consumer
ORD00370,2026-04-20,South,Home & Kitchen,Storage Set,2,36.77,14.84,Consumer
ORD00371,2025-08-09,Central,Accessories,Laptop Stand,1,52.05,23.67,Consumer
ORD00372,2025-11-03,South,Home & Kitchen,Coffee Maker,1,100.81,59.42,Small Business
ORD00373,2025-04-07,East,Accessories,Laptop Stand,4,46.27,21.08,Corporate
ORD00374,2025-07-22,West,Furniture,Standing Desk,1,404.22,250.83,Consumer
ORD00375,2025-03-08,North,Electronics,Wireless Mouse,4,23.46,12.72,Corporate
ORD00376,2025-02-13,Central,Office Supplies,Notebook Set,5,16.11,6.27,Consumer
ORD00377,2026-01-27,West,Home & Kitchen,Coffee Maker,2,104.66,55.2,Consumer
ORD00378,2025-02-05,West,Home & Kitchen,Electric Kettle,12,50.91,28.1,Corporate
ORD00379,2025-03-04,North,Accessories,Cable Organizer,4,14.4,5.33,Consumer
ORD00380,2025-01-20,Central,Accessories,Laptop Stand,7,49.78,23.13,Corporate
ORD00381,2026-02-02,South,Office Supplies,Desk Organizer,5,23.13,10.66,Consumer
ORD00382,2026-04-29,East,Office Supplies,Notebook Set,5,17.84,5.78,Corporate
ORD00383,2025-02-27,West,Furniture,Bookshelf,7,143.69,93.2,Small Business
ORD00384,2025-08-31,East,Furniture,Standing Desk,7,430.09,243.19,Corporate
ORD00385,2025-07-12,Central,Office Supplies,Printer Paper,9,11.31,3.89,Corporate
ORD00386,2025-02-27,South,Electronics,Wireless Mouse,5,25.39,11.92,Consumer
ORD00387,2025-05-14,South,Accessories,Laptop Stand,3,45.66,21.32,Consumer
ORD00388,2026-06-23,Central,Furniture,Office Chair,6,196.27,116.04,Small Business
ORD00389,2025-12-11,South,Accessories,Laptop Stand,2,50.37,22.15,Consumer
ORD00390,2025-06-28,West,Home & Kitchen,Storage Set,11,36.63,14.69,Corporate
ORD00391,2026-01-23,South,Accessories,Laptop Stand,4,46.82,20.91,Corporate
ORD00392,2025-02-03,North,Accessories,Cable Organizer,5,14.46,5.12,Consumer
ORD00393,2025-12-06,West,Home & Kitchen,Electric Kettle,3,45.07,29.82,Consumer
ORD00394,2025-01-12,South,Office Supplies,Pen Pack,1,8.91,3.16,Consumer
ORD00395,2026-01-31,East,Electronics,Wireless Mouse,2,27.42,12.17,Consumer
ORD00396,2026-01-20,North,Home & Kitchen,Storage Set,5,35.71,15.59,Consumer
ORD00397,2025-03-17,West,Furniture,Desk Lamp,1,47.22,24.7,Consumer
ORD00398,2025-06-24,Central,Electronics,24-inch Monitor,1,216.18,154.68,Consumer
ORD00399,2026-05-10,West,Electronics,24-inch Monitor,2,218.71,145.93,Consumer
ORD00400,2025-12-06,North,Electronics,Wireless Mouse,5,24.65,12.54,Consumer
ORD00401,2025-09-01,North,Office Supplies,Desk Organizer,5,26.11,9.7,Consumer
ORD00402,2026-03-14,North,Office Supplies,Notebook Set,8,15.36,5.72,Small Business
ORD00403,2025-03-25,East,Furniture,Bookshelf,4,147.06,93.84,Consumer
ORD00404,2026-02-01,North,Office Supplies,Notebook Set,6,15.32,5.73,Small Business
ORD00405,2025-09-27,South,Home & Kitchen,Water Bottle,1,20.9,8.32,Consumer
ORD00406,2025-12-19,West,Electronics,Wireless Mouse,5,N/A,11.5,Consumer
ORD00407,2026-05-02,East,Accessories,Cable Organizer,3,14.04,5.34,Consumer
ORD00408,2026-06-14,West,Electronics,Webcam,11,68.36,41.86,Corporate
ORD00409,2025-06-21,Central,Home & Kitchen,Electric Kettle,4,48.28,26.89,
ORD00410,2025-06-01,,Home & Kitchen,Electric Kettle,1,48.75,28.63,Consumer
ORD00411,2025-10-10,East,Accessories,Cable Organizer,1,16.16,5.15,Small Business
ORD00412,2025-04-26,East,Accessories,Cable Organizer,5,15.55,5.38,Consumer
ORD00413,2025-04-14,West,Electronics,Wireless Mouse,6,27.39,11.81,Small Business
ORD00414,2025-02-08,North,Home & Kitchen,Water Bottle,5,22.92,8.32,Consumer
ORD00415,2025-12-06,West,Electronics,USB-C Hub,4,37.85,20.27,Consumer
ORD00416,2025-10-15,Central,Office Supplies,Desk Organizer,2,26.75,9.8,Small Business
ORD00417,2025-11-25,South,Office Supplies,Pen Pack,1,8.47,2.93,Consumer
ORD00418,2025-02-27,East,Home & Kitchen,Storage Set,3,36.11,,Consumer
ORD00419,2025-01-30,North,Accessories,Backpack,4,73.94,30.46,Small Business
ORD00420,2026-01-05,West,Home & Kitchen,Coffee Maker,4,97.0,57.83,Consumer
ORD00421,2025-09-05,South,Electronics,Wireless Mouse,4,27.8,12.14,Corporate
ORD00422,2025-12-19,North,Accessories,Cable Organizer,2,13.43,5.0,Small Business
ORD00423,2025-08-15,West,Accessories,Laptop Stand,6,51.47,22.37,Corporate
ORD00424,2025-05-16,West,Electronics,USB-C Hub,2,36.66,19.55,Corporate
ORD00425,2026-03-10,Central,Office Supplies,Desk Organizer,8,23.29,10.11,Small Business
ORD00426,2026-02-11,East,Accessories,Backpack,3,70.2,31.84,Consumer
ORD00427,2025-04-21,East,Office Supplies,Desk Organizer,3,25.15,10.62,Consumer
ORD00428,2025-07-12,North,Office Supplies,Desk Organizer,2,25.95,10.54,Corporate
ORD00429,2025-11-24,West,Accessories,Cable Organizer,12,15.15,4.94,Corporate
ORD00430,2025-02-06,East,Home & Kitchen,Water Bottle,4,21.75,8.34,Small Business
ORD00431,2026-05-03,Central,Accessories,Backpack,10,66.64,30.14,Corporate
ORD00432,2025-10-28,North,Accessories,Laptop Stand,3,52.19,22.5,Consumer
ORD00433,2025-04-02,South,Furniture,Bookshelf,3,145.59,93.75,Consumer
ORD00434,2025-10-29,East,Office Supplies,Desk Organizer,1,26.24,10.26,Consumer
ORD00435,2026-04-29,Central,Accessories,Laptop Stand,4,50.27,22.08,Consumer
ORD00436,invalid_date,South,Furniture,Standing Desk,8,369.97,270.84,Small Business
ORD00437,2026-05-15,South,Furniture,Office Chair,6,193.68,106.47,Small Business
ORD00438,2025-06-22,East,Office Supplies,Printer Paper,1,10.4,4.03,Consumer
ORD00439,2026-03-16,Central,Home & Kitchen,Water Bottle,1,22.59,8.36,Consumer
ORD00440,2026-06-28,North,Electronics,24-inch Monitor,12,224.01,142.02,Corporate
ORD00441,2025-05-13,North,Office Supplies,Desk Organizer,3,22.88,10.57,Consumer
ORD00442,2026-04-12,West,Office Supplies,Desk Organizer,7,24.16,10.39,Corporate
ORD00443,2026-05-17,South,Furniture,Bookshelf,4,N/A,86.17,Consumer
ORD00444,2025-01-23,East,Furniture,Standing Desk,3,414.27,268.51,
ORD00445,2025-02-19,East,Home & Kitchen,Storage Set,1,35.72,14.29,Consumer
ORD00446,2026-03-31,South,Electronics,USB-C Hub,4,40.29,18.56,Consumer
ORD00447,2026-03-07,West,Electronics,24-inch Monitor,6,219.36,150.96,Corporate
ORD00448,2026-06-08,West,Home & Kitchen,Coffee Maker,1,102.31,56.82,Consumer
ORD00449,2025-09-27,Central,Accessories,Laptop Stand,6,51.97,21.74,Small Business
ORD00450,2026-05-24,Central,Electronics,Webcam,9,71.0,37.06,Corporate
ORD00451,2026-05-21,North,Electronics,Wireless Mouse,5,23.38,12.53,Consumer
ORD00452,2026-04-13,Central,Office Supplies,Printer Paper,4,10.23,4.22,Consumer
ORD00453,2026-01-04,West,Electronics,24-inch Monitor,1,197.19,152.04,Consumer
ORD00454,2025-05-22,West,Electronics,Wireless Mouse,3,27.47,12.89,Consumer
ORD00455,2026-01-17,West,Office Supplies,Notebook Set,4,16.0,6.06,Consumer
ORD00456,2026-03-08,West,Home & Kitchen,Water Bottle,3,20.82,8.36,Corporate
ORD00457,2026-03-03,Central,Furniture,Office Chair,5,195.3,109.04,Consumer
ORD00458,2025-01-30,Central,Home & Kitchen,Storage Set,3,34.56,15.2,Small Business
ORD00459,2025-02-17,North,Home & Kitchen,Water Bottle,2,23.34,8.31,Corporate
ORD00460,2025-08-18,Central,Accessories,Backpack,7,69.62,32.22,Corporate
ORD00461,2026-03-20,West,Accessories,Laptop Stand,3,51.58,22.73,Consumer
ORD00462,2025-01-12,West,Furniture,Office Chair,4,201.72,119.06,Consumer
ORD00463,2025-11-25,South,Electronics,USB-C Hub,1,36.4,19.41,Small Business
ORD00464,2026-04-16,East,Furniture,Office Chair,3,201.89,112.91,Corporate
ORD00465,2025-01-19,North,Electronics,USB-C Hub,5,39.13,20.09,Consumer
ORD00466,2025-11-08,Central,Accessories,Backpack,12,67.13,33.28,Corporate
ORD00467,2026-04-11,South,Electronics,Mechanical Keyboard,11,86.24,49.7,Corporate
ORD00468,2025-04-10,West,Home & Kitchen,Coffee Maker,3,94.15,57.81,Consumer
ORD00469,2025-04-19,North,Office Supplies,Desk Organizer,2,26.02,10.47,Consumer
ORD00470,2025-09-18,West,Home & Kitchen,Coffee Maker,4,91.5,59.2,Consumer
ORD00471,2025-04-21,West,Furniture,Bookshelf,5,136.97,93.8,Consumer
ORD00472,2026-05-26,,Home & Kitchen,Electric Kettle,10,57.57,29.65,Corporate
ORD00473,2025-06-27,West,Home & Kitchen,Electric Kettle,4,54.68,28.81,Consumer
ORD00474,2026-03-05,Central,Office Supplies,Pen Pack,4,8.77,3.23,Small Business
ORD00475,2025-05-17,North,Office Supplies,Pen Pack,10,8.82,3.12,Corporate
ORD00476,2025-07-25,North,Office Supplies,Printer Paper,12,10.88,4.15,Corporate
ORD00477,2025-04-29,West,Furniture,Bookshelf,11,149.95,91.23,Corporate
ORD00478,2026-03-09,West,Home & Kitchen,Storage Set,1,33.87,14.35,Consumer
ORD00479,2025-10-01,West,Electronics,Mechanical Keyboard,3,89.82,46.51,Consumer
ORD00480,2025-07-28,West,Electronics,24-inch Monitor,4,197.5,154.11,Consumer
ORD00481,2026-02-03,South,Accessories,Laptop Stand,6,51.87,21.03,Corporate
ORD00482,2026-03-03,Central,Home & Kitchen,Water Bottle,6,24.49,7.66,Small Business
ORD00483,2026-03-30,West,Office Supplies,Printer Paper,6,11.78,4.08,Small Business
ORD00484,2025-07-18,South,Accessories,Laptop Stand,1,46.91,21.4,Consumer
ORD00485,2026-01-22,North,Accessories,Laptop Stand,3,46.35,22.57,Consumer
ORD00486,2025-12-05,East,Office Supplies,Notebook Set,1,13.77,5.95,Small Business
ORD00487,2025-11-05,East,Accessories,Backpack,7,60.53,32.3,Corporate
ORD00488,2026-06-02,North,Furniture,Office Chair,4,173.6,109.62,Consumer
ORD00489,2025-12-06,South,Furniture,Bookshelf,5,146.16,95.0,Consumer
ORD00490,2025-12-21,East,Electronics,Wireless Mouse,4,25.9,12.46,Small Business
ORD00491,2025-09-20,East,Electronics,USB-C Hub,5,41.21,18.98,Consumer
ORD00492,2026-05-14,North,Accessories,Cable Organizer,4,14.76,4.8,Small Business
ORD00493,2025-01-08,West,Electronics,Mechanical Keyboard,2,92.9,48.25,Consumer
ORD00494,2026-03-22,West,Electronics,Mechanical Keyboard,3,78.6,50.07,Small Business
ORD00495,2025-03-17,North,Electronics,Wireless Mouse,10,23.35,12.68,Corporate
ORD00496,2026-02-02,East,Office Supplies,Pen Pack,3,8.31,3.11,Consumer
ORD00497,2025-03-06,West,Accessories,Laptop Stand,3,48.59,22.34,Corporate
ORD00498,2025-03-30,South,Office Supplies,Desk Organizer,7,23.98,10.36,Small Business
ORD00499,2025-08-14,North,Home & Kitchen,Electric Kettle,5,50.91,28.91,Consumer
ORD00500,2025-01-12,East,Office Supplies,Desk Organizer,3,22.28,10.24,Corporate
ORD00501,2025-11-09,South,Home & Kitchen,Coffee Maker,7,90.06,59.79,Corporate
ORD00502,2025-07-08,South,Furniture,Standing Desk,4,367.74,264.49,Small Business
ORD00503,2026-04-18,West,Accessories,Laptop Stand,1,47.54,21.46,Consumer
ORD00504,2025-12-05,South,Accessories,Cable Organizer,5,13.96,5.15,Corporate
ORD00505,2026-04-07,South,Office Supplies,Pen Pack,11,8.55,3.07,Corporate
ORD00506,2025-06-22,North,Office Supplies,Pen Pack,2,9.56,3.1,Consumer
ORD00507,2025-05-18,West,Office Supplies,Desk Organizer,4,24.3,9.97,Consumer
ORD00508,2025-04-22,North,Office Supplies,Pen Pack,6,9.83,2.9,Corporate
ORD00509,2025-09-27,,Accessories,Laptop Stand,3,53.82,23.33,Corporate
ORD00510,2026-02-19,West,Electronics,Webcam,1,74.18,39.81,Consumer
ORD00511,2025-06-02,South,Accessories,Cable Organizer,5,16.0,4.94,Consumer
ORD00512,2026-02-11,South,Home & Kitchen,Coffee Maker,2,103.51,59.07,Consumer
ORD00513,2025-06-19,West,Accessories,Backpack,2,65.0,33.27,Consumer
ORD00514,2026-01-03,North,Furniture,Desk Lamp,5,44.76,22.95,Corporate
ORD00515,2026-06-15,,Electronics,Mechanical Keyboard,4,93.8,51.1,Consumer
ORD00516,2025-04-16,West,Electronics,24-inch Monitor,3,228.26,142.71,Consumer
ORD00517,2025-06-28,South,Accessories,Backpack,5,71.45,32.82,Consumer
ORD00518,2026-01-21,Central,Accessories,Cable Organizer,4,14.86,5.31,Consumer
ORD00519,2025-01-07,East,Home & Kitchen,Water Bottle,2,21.25,8.14,Consumer
ORD00520,2025-06-03,North,Office Supplies,Printer Paper,1,11.57,4.02,Consumer
ORD00521,2026-05-09,West,Office Supplies,Notebook Set,5,15.24,6.35,Consumer
ORD00522,2025-02-14,North,Electronics,Mechanical Keyboard,4,88.9,45.84,Corporate
ORD00523,2025-02-27,North,Accessories,Laptop Stand,7,50.95,22.51,Small Business
ORD00524,2025-03-29,South,Electronics,24-inch Monitor,9,229.63,140.97,Corporate
ORD00525,2025-07-06,West,Home & Kitchen,Electric Kettle,2,55.37,27.85,Consumer
ORD00526,2025-08-24,South,Home & Kitchen,Coffee Maker,1,91.24,59.46,Consumer
ORD00527,2026-03-06,West,Accessories,Backpack,4,69.03,31.93,Corporate
ORD00528,2026-05-31,West,Electronics,Webcam,2,79.23,39.78,Consumer
ORD00529,2026-06-19,East,Electronics,USB-C Hub,7,36.7,20.03,Small Business
ORD00530,2025-04-11,East,Home & Kitchen,Storage Set,2,37.47,14.41,Consumer
ORD00531,2026-02-23,South,Accessories,Backpack,1,70.42,29.92,Consumer
ORD00532,2025-07-30,West,Electronics,USB-C Hub,3,35.77,19.1,Consumer
ORD00533,2025-09-25,Central,Accessories,Cable Organizer,3,15.64,5.39,Consumer
ORD00534,2026-02-28,East,Home & Kitchen,Electric Kettle,4,51.69,28.62,Corporate
ORD00535,2025-12-19,West,Office Supplies,Desk Organizer,2,25.52,10.36,Consumer
ORD00536,2025-04-13,South,Home & Kitchen,Electric Kettle,3,56.17,28.84,Consumer
ORD00537,2026-02-03,Central,Electronics,Mechanical Keyboard,1,92.2,48.54,Consumer
ORD00538,2025-04-01,North,Accessories,Cable Organizer,1,15.63,5.22,Consumer
ORD00539,2025-02-28,Central,Home & Kitchen,Storage Set,8,34.27,14.64,Small Business
ORD00540,2025-07-19,North,Accessories,Cable Organizer,10,15.9,5.15,Corporate
ORD00541,2025-09-02,West,Electronics,24-inch Monitor,2,235.07,152.45,Small Business
ORD00542,2026-02-20,East,Office Supplies,Pen Pack,1,9.93,3.06,Consumer
ORD00543,2025-12-23,South,Accessories,Backpack,5,70.31,30.23,Corporate
ORD00544,2025-09-25,North,Accessories,Laptop Stand,5,45.79,21.74,Consumer
ORD00545,2025-09-21,Central,Electronics,Webcam,11,69.84,39.29,Corporate
ORD00546,2025-09-07,West,Home & Kitchen,Water Bottle,8,23.24,8.53,Small Business
ORD00547,2025-04-30,South,Electronics,USB-C Hub,2,40.1,18.62,Consumer
ORD00548,2025-12-28,East,Office Supplies,Pen Pack,3,8.45,2.89,Consumer
ORD00549,2025-07-02,East,Office Supplies,Notebook Set,5,15.58,6.44,Consumer
ORD00550,2025-07-24,South,Furniture,Desk Lamp,3,46.15,22.46,Consumer
ORD00551,2025-06-09,West,Furniture,Bookshelf,1,153.0,91.19,Consumer
ORD00552,2025-02-13,Central,Accessories,Laptop Stand,3,49.9,,Consumer
ORD00553,2026-05-18,North,Accessories,Cable Organizer,10,14.64,4.89,Corporate
ORD00554,2025-02-25,East,Accessories,Laptop Stand,5,45.4,21.89,Consumer
ORD00555,2025-05-04,West,Furniture,Desk Lamp,1,44.27,22.48,Consumer
ORD00556,2025-11-30,South,Accessories,Laptop Stand,3,47.79,21.58,Small Business
ORD00557,2026-01-10,North,Accessories,Cable Organizer,4,15.9,4.99,Consumer
ORD00558,2026-04-07,North,Home & Kitchen,Storage Set,5,35.94,15.84,Consumer
ORD00559,2026-03-19,Central,Office Supplies,Printer Paper,2,11.16,3.81,Consumer
ORD00560,2025-05-18,Central,Home & Kitchen,Water Bottle,6,23.7,7.91,Small Business
ORD00561,2025-02-18,South,Accessories,Backpack,2,65.49,30.47,Corporate
ORD00562,2025-12-09,South,Electronics,USB-C Hub,5,37.92,18.69,Consumer
ORD00563,2025-07-23,East,Electronics,24-inch Monitor,10,200.53,152.46,Corporate
ORD00564,2026-06-07,East,Office Supplies,Desk Organizer,3,23.91,9.87,Corporate
ORD00565,2025-12-12,East,Furniture,Standing Desk,8,389.39,244.62,Corporate
ORD00566,2025-11-21,West,Furniture,Bookshelf,11,143.65,86.7,Corporate
ORD00567,2026-02-28,North,Office Supplies,Pen Pack,3,9.59,3.11,Small Business
ORD00568,2025-06-20,South,Electronics,Mechanical Keyboard,4,87.52,45.76,Consumer
ORD00569,2025-04-17,South,Home & Kitchen,Coffee Maker,4,93.28,55.0,Consumer
ORD00570,2025-05-10,North,Office Supplies,Pen Pack,1,8.34,2.99,Small Business
ORD00571,2026-04-24,Central,Office Supplies,Pen Pack,3,9.27,2.9,Consumer
ORD00572,2026-04-13,West,Accessories,Laptop Stand,11,49.34,22.73,Corporate
ORD00573,2025-12-22,East,Accessories,Cable Organizer,1,14.01,4.99,Consumer
ORD00574,2025-01-01,East,Office Supplies,Notebook Set,4,15.82,6.07,Corporate
ORD00575,2026-05-04,South,Electronics,USB-C Hub,6,39.5,20.02,Corporate
ORD00576,2025-07-13,East,Accessories,Cable Organizer,8,14.55,5.21,Corporate
ORD00577,2025-08-14,South,Home & Kitchen,Water Bottle,2,22.51,8.43,Consumer
ORD00578,2025-10-06,South,Accessories,Backpack,6,68.18,32.89,Corporate
ORD00579,2025-10-24,North,Furniture,Standing Desk,4,380.03,262.89,Consumer
ORD00580,2025-01-20,North,Furniture,Bookshelf,1,138.79,84.77,Small Business
ORD00581,2026-03-25,West,Office Supplies,Printer Paper,2,10.15,3.91,Consumer
ORD00582,2026-05-26,Central,Home & Kitchen,Storage Set,1,33.53,15.89,Consumer
ORD00583,2025-09-30,West,Furniture,Office Chair,4,176.92,119.44,Consumer
ORD00584,2025-01-13,North,Office Supplies,Pen Pack,5,8.97,3.23,Corporate
ORD00585,2025-07-23,East,Furniture,Office Chair,10,194.84,109.43,Corporate
ORD00586,2025-11-27,North,Home & Kitchen,Storage Set,10,33.56,14.74,Corporate
ORD00587,2025-02-23,Central,Furniture,Bookshelf,1,140.24,88.57,Consumer
ORD00588,2025-10-10,East,Electronics,Mechanical Keyboard,2,78.35,45.86,Consumer
ORD00589,2026-01-16,West,Home & Kitchen,Electric Kettle,4,48.79,28.85,Consumer
ORD00590,2025-12-31,West,Electronics,Wireless Mouse,3,23.59,11.76,Corporate
ORD00591,2025-07-17,North,Office Supplies,Pen Pack,2,8.73,2.87,Consumer
ORD00592,2026-05-17,North,Home & Kitchen,Storage Set,3,33.48,15.16,Consumer
ORD00593,2025-06-14,North,Accessories,Backpack,3,73.7,31.63,Consumer
ORD00594,2026-06-03,South,Home & Kitchen,Coffee Maker,1,99.17,55.85,Consumer
ORD00595,2025-11-25,West,Accessories,Laptop Stand,10,51.43,21.44,Corporate
ORD00596,2025-10-17,South,Accessories,Laptop Stand,3,46.02,22.78,Corporate
ORD00597,2025-07-02,Central,Electronics,Mechanical Keyboard,4,81.46,45.8,Consumer
ORD00598,2026-06-23,West,Home & Kitchen,Water Bottle,2,21.85,8.23,Corporate
ORD00599,2025-08-02,West,Electronics,Wireless Mouse,2,25.34,12.4,Small Business
ORD00600,2026-01-13,West,Office Supplies,Pen Pack,5,8.76,2.87,Consumer
ORD00601,2025-03-21,Central,Electronics,24-inch Monitor,2,197.45,142.1,Small Business
ORD00602,2025-07-17,East,Home & Kitchen,Electric Kettle,2,53.65,28.63,Consumer
ORD00603,2026-01-02,West,Electronics,Webcam,8,78.95,37.9,Corporate
ORD00604,2026-06-01,South,Furniture,Desk Lamp,5,48.41,22.9,Consumer
ORD00605,2026-01-16,East,Office Supplies,Desk Organizer,7,25.0,10.23,Corporate
ORD00606,2025-09-18,South,Furniture,Desk Lamp,4,44.16,21.95,Consumer
ORD00607,2026-06-15,North,Office Supplies,Notebook Set,1,15.68,5.87,Small Business
ORD00608,2025-10-10,Central,Office Supplies,Notebook Set,5,17.68,5.82,Consumer
ORD00609,2025-12-31,North,Electronics,USB-C Hub,5,34.28,18.68,Consumer
ORD00610,2025-08-11,West,Accessories,Cable Organizer,9,14.32,5.29,Corporate
ORD00611,2025-11-04,North,Accessories,Laptop Stand,8,44.8,21.06,Corporate
ORD00612,2026-03-03,Central,Office Supplies,Pen Pack,2,9.63,3.18,Consumer
ORD00613,2025-02-25,South,Electronics,USB-C Hub,5,39.25,18.86,Consumer
ORD00614,2025-02-21,West,Furniture,Standing Desk,8,417.52,261.32,Small Business
ORD00615,2026-03-19,South,Electronics,Mechanical Keyboard,2,83.91,48.57,Consumer
ORD00616,2026-02-13,South,Electronics,Webcam,4,77.38,37.71,Consumer
ORD00617,2025-07-22,East,Furniture,Desk Lamp,5,49.55,24.83,Corporate
ORD00618,2025-09-06,North,Accessories,Laptop Stand,7,51.79,22.55,Corporate
ORD00619,2026-03-10,South,Electronics,USB-C Hub,3,39.47,18.11,Consumer
ORD00620,2025-12-25,West,Office Supplies,Printer Paper,8,11.4,4.03,Small Business
ORD00621,2026-01-18,North,Furniture,Standing Desk,3,367.56,244.06,Corporate
ORD00622,2025-10-22,North,Accessories,Laptop Stand,3,48.07,22.25,Corporate
ORD00623,2025-08-05,North,Office Supplies,Printer Paper,3,11.33,4.12,Consumer
ORD00624,2026-01-21,East,Furniture,Office Chair,2,179.65,107.28,Corporate
ORD00625,2025-02-24,East,Furniture,Bookshelf,2,144.67,86.7,Small Business
ORD00626,2025-01-20,South,Office Supplies,Notebook Set,7,15.46,6.0,Small Business
ORD00627,2026-05-12,Central,Electronics,24-inch Monitor,2,201.55,155.97,Consumer
ORD00628,2025-01-23,North,Accessories,Backpack,5,67.1,31.04,Small Business
ORD00629,2025-12-22,West,Furniture,Office Chair,3,170.02,120.64,Consumer
ORD00630,2026-02-01,Central,Electronics,24-inch Monitor,2,232.85,155.64,Corporate
ORD00631,2025-12-16,Central,Furniture,Standing Desk,3,402.34,259.51,Corporate
ORD00632,2025-09-04,East,Furniture,Desk Lamp,3,52.89,22.83,Consumer
ORD00633,2025-07-31,West,Accessories,Laptop Stand,12,52.92,23.37,Corporate
ORD00634,2026-03-17,Central,Office Supplies,Printer Paper,3,11.56,4.09,Small Business
ORD00635,2025-03-11,East,Furniture,Bookshelf,2,138.74,93.2,Small Business
ORD00636,2025-11-23,Central,Furniture,Office Chair,4,178.19,117.26,Consumer
